OBJECTID,FOLIO,ID,NAME,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATED BY,CREATED DATE,MODIFIED BY,MODIFIED DATE,GlobalID,x,y
157,0132070790010,3431,Phyllis Ruth Miller Elementary, ,840 NE 87th St, ,Miami,33138,305-756-3800,,E,PK-5,731,471,C,25.85502,-80.18062,925626.637306701,553836.159365408,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:52:58 AM,ea52561a-8e64-4d96-bb47-066ae15559cc,-8925666.3548,2981135.7042
158,3411320070220,5081,Dr. Frederica S. Wilson/Skyway Elementary, ,4555 NW 206th Ter, ,Miami Gardens,33055,305-621-5838,,E,PK-5,588,345,N,25.96166,-80.27766,893499.87503678,592411.061929338,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:01:27 PM,c6dea9cf-2c72-4686-95c4-605ac5eb95d3,-8936468.6643,2994333.8731
159,3012320000030,7141,Dr. Michael M. Krop Senior High, ,1410 NE 215th St, ,Miami-Dade,33179,305-652-6808,,S,9-12,2186,2109,N,25.97153,-80.17337,927746.124540675,596201.562284864,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:08:03 PM,e3a10647-e685-4e53-8249-534ae967b712,-8924858.547,2995556.0297
161,0131250660010,6361,Jose De Diego Middle, ,3100 NW 5th Ave, ,Miami,33127,305-573-7229,,M,6-8,1071,644,C,25.80591,-80.20369,918147.017459735,535939.177332744,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:13:20 PM,e2ad0b3a-6502-482e-b482-97a7c7038b2b,-8928234.7082,2975061.8342
162,3050180022530,2021,Gloria Floyd Elementary, ,12650 SW 109th Ave, ,Miami-Dade,33176,305-255-3934,,E,PK-5,772,350,S,25.65105,-80.37169,863143.151552509,479357.417280048,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:25:12 PM,1bf312db-3b7d-429d-b839-07b8cd9e5611,-8946936.0922,2955926.4856
163,3049110131680,2341,Joe Hall Elementary, ,1901 SW 134th Ave, ,Miami-Dade,33175,305-223-9823,,E,PK-5,595,411,S,25.7498,-80.41267,849485.494963787,515185.153633416,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:10:13 PM,ebe73281-be98-4243-a363-99f7b4610374,-8951497.3652,2968125.7447
164,3050300050010,4441,Pine Lake Elementary, ,16700 SW 109th Ave, ,Miami-Dade,33157,305-233-7018,,E,PK-5,648,332,S,25.61382,-80.37017,863710.028225038,465829.748019449,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:53:00 AM,51a0b7d4-84cc-43d6-8641-84803330a08a,-8946766.2767,2951330.0931
165,0140020120010,9025,Food & Nutrition Center, ,7042 W Flagler St, ,Miami,33144,786-275-0420,,A,0,0,0, ,25.76998,-80.30933,883460.327891432,522685.900904395,E316899,6/11/2020 9:42:54 AM,E316899,3/31/2023 3:49:18 PM,ef746477-c153-4750-b251-b6868d001863,-8939994.1753,2970620.496
166,3069200000680,4581,Redland Elementary, ,24501 SW 162nd Ave, ,Miami-Dade,33031,305-247-8141,,E,PK-5,903,980,S,25.53914,-80.45319,836464.12535166,438564.427546054,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:54:32 AM,25cb6a8b-8357-455b-9982-5bda00fa3195,-8956008.1453,2942113.0106
167,3040110220250,1841,Flagami Elementary, ,920 SW 76th Ave, ,Miami-Dade,33144,305-261-2031,,E,PK-5,504,388,C,25.76131,-80.31846,880473.86132865,519520.375397451,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:57:13 PM,7dc3c46c-6791-4896-84ff-3479e6ae50e4,-8941009.8641,2969549.252
168,3040280080010,6211,Glades Middle, ,9451 SW 64th St, ,Miami-Dade,33173,305-271-3342,,M,6-8,952,540,S,25.70963,-80.34751,871004.61639183,500685.144915909,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:24:48 PM,4ffd73e5-94b0-4399-bb47-1739e50a41c4,-8944244.0562,2963161.6232
169,0722170050620,2081,Fulford Elementary, ,16140 NE 18th Ave, ,North Miami Beach,33162,305-949-3425,,E,PK-5,503,492,N,25.92374,-80.16429,930839.520511557,578848.145564705,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:08:56 PM,53b4ee2a-8fc4-4ba9-8fea-eddee63f963a,-8923848.0112,2989639.0528
170,3220230041350,3281,Miami Lakes K-8 Center, ,14250 NW 67th Ave, ,Miami Lakes,33014,305-822-7757,,E,PK-8,1364,1190,N,25.90304,-80.30891,883345.154003322,571048.440213442,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:23:05 AM,3e976734-f788-4a75-9d2b-437ab0cbfb95,-8939947.1393,2987077.4845
171,0101090801090,7041,School For Advanced Studies Wolfson,Wolfson,25 NE 2nd St, ,Miami,33132,305-237-7270,,S,11-12,0,134,S,25.77638,-80.19321,921663.56248701,525228.625002764,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:44:35 PM,ef2d0947-beca-4f85-9e20-7544a8a2a33d,-8927067.1367,2971411.4375
172,0131260360980,4841,Santa Clara Elementary, ,1051 NW 29th Ter, ,Miami,33127,305-635-1417,,E,PK-5,713,555,C,25.80463,-80.21255,915235.437553022,535459.937652297,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:42:03 PM,20cf7ea2-a604-48c8-adc3-9fb902e7b975,-8929220.7738,2974904.7643
173,3040150000450,1641,Emerson Elementary, ,8001 SW 36th St, ,Miami-Dade,33155,305-264-5757,,E,PK-5,576,298,C,25.73719,-80.32442,878557.174222864,510743.667293273,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:24:01 PM,1b7cb7a7-747b-424d-8440-06e5978419da,-8941673.331,2966568.2259
174,0131360880020,9015,School Board Adm -Garage, ,115 NE 15th St, ,Miami,33132,305-995-4576,,A,0,0,0, ,25.79026,-80.19117,922303.702007607,530278.655343473,E316899,6/11/2020 9:42:54 AM,E316899,4/4/2023 3:18:40 PM,b05c6676-356b-4116-8047-0f591377de57,-8926840.1188,2973127.7188
175,3040200000060,6801,Riviera Middle, ,10301 SW 48th St, ,Miami-Dade,33165,305-226-4286,,M,6-8,998,480,S,25.72337,-80.36168,866313.536195461,505657.872216538,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 10:51:46 AM,2e85478d-fa65-4801-8688-aacf53019abf,-8945821.8672,2964859.8678
176,3040310000080,7029,Terra Environmental Research Institute Senior High, ,11005 SW 84th St, ,Miami-Dade,33173,305-412-5800,,S,9-12,1647,1631,S,25.69261,-80.37026,863543.274944883,494465.660238117,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:54:04 PM,e100cf1b-200e-4287-9bef-09ac6e711954,-8946776.5766,2961059.92
177,0420250010311,7131,Hialeah-Miami Lakes Senior High, ,7977 W 12th Ave, ,Hialeah,33014,305-823-1330,,S,9-12,2749,1350,N,25.89496,-80.30732,883882.874579825,568114.624658704,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:56:28 PM,069340dd-a51a-44f6-81a7-fafaee1854ef,-8939770.3019,2986077.6826
178,3042320010010,9485,Marjory Stoneman Douglas Biscayne Nature Center, ,6767 Crandon Blvd, ,Miami-Dade,33149,305-361-6767,,O,0,0,0, ,25.7154,-80.15129,935599.358723987,503151.248726204,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:44:35 PM,861317cd-32a9-4ac2-ae89-e7c265e11975,-8922401.4081,2963875.1076
179,3220130010570,8901,Miami Lakes Educational Center and Technical College, ,5780 NW 158th St, ,Miami Lakes,33014,305-557-1100,,O,0,0,0,N,25.91624,-80.29495,887907.357143573,575869.260697931,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 1:01:06 PM,2bb87f73-708b-43b4-9ba4-f4362937ed26,-8938393.505,2988710.6373
180,0242030097950,5091,Miami Beach South Pointe Elementary, ,1050 4th St, ,Miami Beach,33139,305-531-5437,,E,PK-5,576,488,N,25.77324,-80.13925,939428.228359554,524201.64746581,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:18:13 AM,b80eaab1-d186-4076-8a37-ae1592f79bd9,-8921060.5209,2971023.936
181,0531190070010,3381,Miami Springs Elementary, ,51 Park St, ,Miami Springs,33166,305-888-4558,,E,PK-5,602,391,C,25.8229,-80.28457,891503.312602922,541963.438458353,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:31:10 AM,802986a7-0ea6-46e6-b007-03170d34a68a,-8937238.2689,2977163.4358
182,3050300000133,9292,Transportation Center Vehicle Maintenance Office,Center,11601 SW 160th St, ,Miami-Dade,33177,305-234-0849,,A,0,0,0, ,25.62115,-80.38011,860421.598909974,468475.636021912,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:39:50 AM,0d1b9779-bee7-4bf1-ba86-effc5c544829,-8947872.9487,2952234.0835
183,0722080070890,2281,Greynolds Park Elementary, ,1536 NE 179th St, ,North Miami Beach,33162,305-949-2129,,E,PK-5,742,514,N,25.94006,-80.17,928924.862461772,584769.802146219,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:26:48 PM,9599df8a-01ee-4381-bc8e-e640dd4d0e7f,-8924483.7417,2991659.7508
184,3050170000280,2881,Leewood K-8 Center, ,10343 SW 124th St, ,Miami-Dade,33176,305-233-7430,,E,PK-8,976,509,S,25.65458,-80.36166,866440.157379579,480655.943489254,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:52:53 PM,174c050a-7666-415b-91fd-fdbeeb2139a1,-8945819.8824,2956362.3203
185,3421020040010,7381,Miami Norland Senior High, ,1193 NW 193rd St, ,Miami Gardens,33169,305-653-1416,,S,9-12,1995,1670,N,25.95132,-80.21913,912752.588782709,588761.407909937,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:23:30 AM,d432b0eb-a671-4740-a2ce-02d8317ff4ef,-8929953.5297,2993053.0911
186,3059360000040,7371,Robert Morgan Educational Center Senior High, ,18180 SW 122nd Ave, ,Miami-Dade,33177,305-253-9920,,S,9-12,1907,1747,S,25.59915,-80.39007,857177.009594951,460464.87710245,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:36:55 PM,0a9714bd-07d4-49e1-978f-0df8c2afd74a,-8948981.5143,2949518.357
187,3059030141020,0831,Claude Pepper Elementary, ,14550 SW 96th St, ,Miami-Dade,33186,305-386-5244,,E,PK-5,950,419,S,25.67654,-80.42995,843910.386862598,488533.380936593,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:45:32 AM,b78f5d8a-4537-4a8e-919d-d2c5c0cabcd6,-8953421.7372,2959074.0705
188,3069200000680,9261,Maintenance Service Center 4, ,24600 SW 159th Ave, ,Miami-Dade,33031,305-248-3016,,A,0,0,0, ,25.53721,-80.44974,837603.198120725,437867.760409407,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:43:02 PM,913a3c3c-b676-4544-bb28-866974bbc5bd,-8955624.5663,2941874.9301
189,3012320000091,2581,Madie Ives Elementary PLC-M, ,1351 Ives Dairy Rd, ,Miami-Dade,33179,305-651-3155,,PLC,0,0,0,N,25.96564,-80.17455,927369.673468325,594057.038762867,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:39:26 PM,f9a65494-6c6a-454b-812b-971ceab9469b,-8924990.675,2994826.3209
190,3069120030011,0661,Caribbean K-8 Center, ,11990 SW 200th St, ,Miami-Dade,33177,305-233-7131,,E,PK-8,994,778,S,25.58045,-80.38627,858460.250044149,453674.154536128,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:39:20 AM,8f7771ef-0cb5-4252-b745-c9c0c2d365e4,-8948558.6915,2947210.2759
191,3421050010160,3781,Barbara Hawkins Elementary, ,19010 NW 37th Ave, ,Miami Gardens,33056,305-624-2615,,E,PK-5,492,220,N,25.94668,-80.26205,898661.124833588,586995.499940291,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:06:09 AM,39ff1391-e402-4762-9205-1d2cb571cda2,-8934730.448,2992479.4712
192,0141050270010,2781,Kinloch Park Elementary, ,4275 NW 1st St, ,Miami,33126,305-445-1351,,E,PK-5,818,546,C,25.77302,-80.26522,897971.812320944,523867.562601499,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:28:06 PM,160f9c44-aa8a-48d6-b0dc-681bbb2432da,-8935083.5683,2970995.6789
193,0131250280290,7056,Young Men's Preparatory Academy Senior High, ,3001 NW 2nd Ave, ,Miami,33127,305-571-1111,,S,6-12,437,161,C,25.80524,-80.19904,919679.297781162,535708.413556524,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:14:58 PM,a34f1e15-6d14-4a65-bd68-ff11a6b4c411,-8927716.7571,2974980.1691
194,0131120000140,3021,Jesse J. McCrary Jr. Elementary, ,514 NW 77th St, ,Miami,33150,305-754-7531,,E,PK-5,674,383,C,25.84509,-80.20537,917511.064819142,550176.651650004,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:10:09 PM,7cc5d941-e321-49b2-bd15-db13163b0136,-8928420.769,2979907.304
195,0140010070090,1801,Fairlawn Elementary, ,444 SW 60th Ave, ,Miami,33144,305-261-8880,,E,PK-5,648,496,C,25.76664,-80.29351,888674.437848285,521497.406055294,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:27:52 PM,e2083411-2f36-44e2-97c3-7bc49f7f565e,-8938232.6984,2970206.9057
196,3421020000050,4341,Parkway Elementary, ,1320 NW 188th St, ,Miami Gardens,33169,305-653-0066,,E,PK-5,478,177,N,25.94543,-80.22386,911213.250285279,586613.937059939,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:51:54 AM,8b2cac58-1ce8-4308-8e31-3d8b97de9a67,-8930479.2969,2992324.801
197,3040030290010,2331,Charles R. Hadley Elementary, ,8400 NW 7th St, ,Miami-Dade,33126,305-261-3719,,E,PK-5,812,596,C,25.77532,-80.3328,875726.213836227,524584.804714166,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:42:23 AM,4e62e7c8-53c5-4e82-a48f-4583decb9b50,-8942606.9397,2971279.8659
198,3031210510010,9281,Maintenance Service Center 2, ,2925 NW 41st St, ,Miami-Dade,33142,305-995-4300,,A,0,0,0, ,25.81309,-80.2429,905232.862183709,538474.581111103,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:42:14 PM,f144bfe9-cc2b-4418-8d9e-7c1680dab5d1,-8932599.1293,2975950.3009
199,1678250000290,9233,Transportation Center South,South,660 SW 3rd Ave, ,Florida City,33034,305-248-3380,,A,0,0,0, ,25.44154,-80.47878,828165.520543933,403057.915128983,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:36:47 AM,397569f7-094a-4b65-a401-b469813757ac,-8958856.7062,2930076.2662
200,0430010010330,3141,Meadowlane Elementary, ,4280 W 8th Ave, ,Hialeah,33012,305-822-0660,,E,PK-5,976,778,N,25.86172,-80.29898,886688.375510436,556046.916999467,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:22:07 AM,97b5aac8-b4f9-4eb0-8862-ec683f8c4847,-8938842.1868,2981964.7958
201,3040190013660,4761,Royal Palm Elementary, ,4200 SW 112th Ct, ,Miami-Dade,33165,305-221-7961,,E,PK-5,576,513,S,25.72923,-80.37667,861368.366526857,507762.412634499,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:41:51 PM,e2fe81ff-76e2-4954-96e6-03f5d6ef4389,-8947490.5432,2965583.3891
202,0530130010860,5361,Springview Elementary, ,1122 Bluebird Ave, ,Miami Springs,33166,305-885-6466,,E,PK-5,430,306,C,25.83323,-80.30309,885392.387541231,545684.04927782,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:51:29 PM,5f081e3b-740d-4612-bcb1-5b1947480534,-8939299.4854,2978440.5555
203,3021360370010,5141,Hubert O. Sibley K-8 Center, ,255 NW 115th St, ,Miami-Dade,33168,305-953-3737,,E,PK-8,965,785,N,25.8808,-80.20353,918037.046003632,563161.586062096,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:04:15 PM,23789ee8-a2a3-44d1-b332-bf23f6a23d38,-8928216.1007,2984325.5922
204,0140020120010,9134,Materials Control Center, ,7040 W Flagler St, ,Miami,33144,786-275-0775,,A,0,0,0, ,25.76998,-80.30933,883460.327891432,522685.900904395,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:46:51 PM,c1b5424a-ddf2-4b77-bc76-a5123209aa28,-8939994.1753,2970620.496
205,3660080000090,2321,Gulfstream Elementary, ,20900 SW 97th Ave, ,Cutler Bay,33189,305-235-6811,,E,PK-5,897,553,S,25.57276,-80.34858,870897.267399728,450937.975589581,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:27:01 PM,374dff51-312e-41d6-9654-bbe4b2fba28b,-8944363.0965,2946261.0681
206,3421150010550,5131,North Dade Center For Modern Languages Elementary, ,1840 NW 157th St, ,Miami Gardens,33054,305-625-3885,,E,K-5,436,308,N,25.91635,-80.22964,909375.858411565,576031.761562079,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:29:53 AM,47ebf182-6b52-4457-bbd1-27af30fb960e,-8931122.7648,2988724.8312
207,3012330000220,2441,Virginia A. Boone/Highland Oaks Elementary, ,20500 NE 24th Ave, ,Miami-Dade,33180,305-931-1770,,E,PK-5,600,574,N,25.96576,-80.15471,933890.561538398,594142.669482946,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:11:30 PM,f05df3cc-35b2-4ac6-92d8-1e5223d0dc07,-8922781.2841,2994841.3092
208,0530130010960,7512,Miami Springs Adult Education, ,751 Dove Ave, ,Miami Springs,33166,305-885-3585,,O,0,0,0, ,25.83038,-80.29467,888168.028887816,544663.901308864,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 1:10:11 PM,e99ddbf1-7c47-4596-aefe-f70d8282a798,-8938362.0003,2978088.3984
209,3049110000080,9412,Dade County Public School-Management Information, ,13135 SW 26th St, ,Miami-Dade,33175,305-994-2530,,A,0,0,0, ,25.74429,-80.40724,851281.602997463,513191.818335555,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 1:18:10 PM,5ca5919f-03d5-4bc2-baec-e7ad8a047118,-8950892.965,2967445.2113
210,0131350400010,8005,Lindsey Hopkins Technical College, ,750 NW 20th St, ,Miami,33127,305-324-6070,,O,0,0,0,C,25.79504,-80.20762,916878.029554553,531983.885425061,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:35:55 PM,c70e2cdd-4bdc-4fc2-ac7f-09d34b37f83e,-8928672.109,2973718.9691
211,0232220000030,6541,Miami Beach Nautilus Middle, ,4301 N Michigan Ave, ,Miami Beach,33140,305-532-3481,,M,6-8,1060,903,N,25.81533,-80.13455,940872.4946009,539507.759992063,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:13:18 AM,8aec0bcf-7d3c-4fe4-83f0-462abf3a48f3,-8920537.9844,2976227.0316
212,0430120061380,0481,James H. Bright Elementary/J.W. Johnson Elementary, ,2530 W 10th Ave, ,Hialeah,33010,305-885-1683,,E,PK-5,704,469,N,25.84482,-80.30256,885544.100821372,549899.377025746,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:08:27 PM,bfcc371f-9743-4319-bdcb-f574c04d810f,-8939240.5736,2979874.6991
213,3031150500020,9234,Transportation Center Northeast,Northeast,5901 NW 27th Ave, ,Miami-Dade,33142,305-633-6909,,A,0,0,0, ,25.82918,-80.24076,905904.256744333,544328.100220554,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:35:57 AM,2c59913d-8420-40bf-93f1-93c7effd95bd,-8932360.524,2977940.5322
214,3050310000151,3261,Miami Heights Elementary, ,17661 SW 117th Ave, ,Miami-Dade,33177,305-238-3602,,E,PK-5,1251,695,S,25.60417,-80.38028,860393.249981947,462304.374576166,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:59:17 PM,8a7a95ec-efe7-4efc-9e26-58980eacb6f0,-8947892.274,2950138.0301
215,3069010050051,5281,South Miami Heights Elementary, ,12231 SW 190th Ter, ,Miami-Dade,33177,305-238-6610,,E,PK-5,692,425,S,25.59033,-80.38958,857352.434875116,457259.141419463,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:48:47 PM,21fece28-d6b9-45ab-8424-37fe9013cf42,-8948927.2452,2948429.3981
216,3060080000011,1241,Cutler Ridge Elementary, ,20210 Coral Sea Rd, ,Cutler Bay,33189,305-235-4611,,E,PK-5,982,433,S,25.57975,-80.35383,869154.129606105,453471.297063939,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:52:59 AM,0ec01b7c-2daf-438f-bf93-312d1b372202,-8944947.5708,2947124.154
217,3020120000120,7012,American Senior High Adult Education, ,18350 NW 67th Ave, ,Miami-Dade,33015,305-557-3770,,O, ,0,0, ,25.93941,-80.30756,883717.735123671,584270.135457754,E316899,6/11/2020 9:42:54 AM,E316899,11/18/2021 1:35:43 PM,02e7ded8-21c3-4635-8789-f9b1155f4a84,-8939797.322,2991579.0607
218,3040090030030,7272,Miami Coral Park Adult Education, ,8865 SW 16th St, ,Miami-Dade,33165,305-226-6565,,O,0,0,0, ,25.75528,-80.34052,873223.799241897,517289.193571374,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:57:09 PM,6fcea255-48cf-4f38-9f84-f1b15e50a87b,-8943465.754,2968803.0553
219,2720330010335,6751,Hialeah Gardens Middle, ,11690 NW 92nd Ave, ,Hialeah Gardens,33018,305-817-0017,,M,6-8,1505,1536,N,25.8798,-80.34791,870565.479111422,562537.864845514,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:00:31 PM,ed5889ce-6dbb-4b34-8902-71e3c670ba2f,-8944288.9534,2984202.4446
220,3020120000120,7011,American Senior High, ,18350 NW 67th Ave, ,Miami-Dade,33015,305-557-3770,,S,9-12,2065,1550,N,25.93962,-80.30851,883405.315795381,584344.974497825,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 10:47:56 AM,fae26a8e-f293-48ba-ab42-13c31e23a91b,-8939903.0125,2991605.1109
221,3122110090010,0092,Norman S. Edelcup/Sunny Isles Beach K-8, ,201 182nd Dr, ,Sunny Isles Beach,33160,305-933-6161,,E,K-8,1769,1744,N,25.94474,-80.12317,944302.445068095,586571.852963895,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:22:56 AM,eb840b91-4987-486b-ac7f-7f960d5ee7ca,-8919271.0569,2992239.3419
222,3421010140010,6571,Norland Middle, ,1235 NW 192nd Ter, ,Miami Gardens,33169,305-653-1210,,M,6-8,1449,668,N,25.95095,-80.22267,911590.750189628,588622.624677807,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:22:50 AM,2117f526-b336-41fc-a7cc-b7aabcb04176,-8930347.3847,2993008.1767
223,0131220370010,7341,Miami Jackson Senior High, ,1751 NW 36th St, ,Miami,33142,305-634-2621,,S,9-12,2060,1176,C,25.81028,-80.22614,910753.013996847,537485.784438178,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:21:20 AM,80fa63c9-325b-4921-afba-fc663bdc3e69,-8930733.3015,2975602.9835
224,3021270000140,5901,Carrie P. Meek/Westview K-8 Center Annex,Former Westview MS,1901 NW 127th St, ,Miami-Dade,33167,305-688-9641,,E,PK-8,218,0,C,25.89075,-80.23159,908788.197611019,566722.031249411,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 12:55:48 PM,c039a634-49b6-488e-b4e0-5321c447efeb,-8931340.2506,2985556.3822
225,3050010110010,4421,Pinecrest Elementary, ,10250 SW 57th Ave, ,Pinecrest,33156,305-667-5579,,E,PK-5,1110,1007,S,25.67619,-80.2848,891718.73045912,488640.947016694,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:53:04 AM,c060c1e7-15d0-46a2-b4d8-b703d1d964cc,-8937263.2286,2959031.6671
226,3012330000220,6241,Highland Oaks Middle, ,2375 NE 203rd St, ,Miami-Dade,33180,305-932-3810,,M,6-8,1023,735,N,25.96398,-80.15417,934071.563010566,593498.375082344,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:01:30 PM,97b32a17-0571-4efc-a300-f6c61b334081,-8922721.3739,2994621.4439
227,3049010000020,1371,Marjory Stoneman Douglas Elementary,Main Campus,11901 SW 2nd St, ,Miami-Dade,33184,305-226-4356,,E,PK-5,1321,564,S,25.76666,-80.38939,857117.836730897,521348.171623155,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:20:49 AM,e592790c-05ca-47b2-8fcb-a58f7ab1ae08,-8948906.5175,2970209.7771
228,3040070000050,7073,Academy for Advanced Academics - South,Modesto Maidique,11200 SW 8th St, VH 130,Miami-Dade,33199,305-348-7041,,S,11-12,0,0, ,25.75807,-80.37702,861204.720574703,518246.461540267,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 10:06:56 AM,41a0a844-906d-4421-9f04-35da2be41a41,-8947529.1347,2969148.4594
229,2720290220010,2111,Hialeah Gardens Elementary, ,9702 NW 130th St, ,Hialeah Gardens,33018,305-827-8830,,E,PK-5,865,1000,N,25.89103,-80.35698,867565.223620627,566602.881937303,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:00:18 PM,0c6ac8aa-3441-4f1f-aa6b-6b968fcc5492,-8945297.971,2985591.3013
230,0940360500030,3061,Ludlam Elementary, ,6639 SW 74th St, ,South Miami,33143,305-667-5551,,E,PK-5,446,266,C,25.70224,-80.30078,886405.819606174,498080.047185481,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:09:23 AM,66fe4e20-1c53-4aac-951b-28fb77b1eed3,-8939041.9906,2962249.3318
231,0531190000010,6521,Miami Springs Middle, ,150 S Royal Poinciana Blvd, ,Miami Springs,33166,305-888-6457,,M,6-8,1307,660,C,25.81489,-80.27353,895154.187742323,539070.93797566,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:31:42 AM,64b7e38e-8762-4aa0-a2af-b7b1006f3a94,-8936008.2518,2976172.5204
232,3031090000060,9271,Vacant Property, ,2780 NW 87th St, ,Miami-Dade,33147,305-835-1000,,A,0,0,0, ,25.85278,-80.24482,904518.320359044,552895.495300531,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:42:13 AM,a20c1429-98f8-4097-8955-24f467049d84,-8932812.876,2980858.6229
233,0131250620030,1441,Paul Laurence Dunbar K-8 Center, ,505 NW 20th St, ,Miami,33127,305-573-2344,,E,PK-8,788,359,C,25.79642,-80.20341,918261.062131841,532493.68766553,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:51:56 AM,e1eb185b-58cb-4130-be01-034b102e90b5,-8928203.1773,2973889.5425
234,3049350111820,5961,Winston Park K-8 Center, ,13200 SW 79th St, ,Miami-Dade,33183,305-386-7622,,E,PK-8,1147,1048,S,25.69568,-80.40636,851650.995893806,495526.206031106,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:14:27 PM,d9aa0116-5f59-45df-9d79-08f0352916ea,-8950794.9078,2961439.0922
235,3411330030190,3821,North County K-8 Center, ,3250 NW 207th St, ,Miami Gardens,33056,305-624-9648,,E,PK-8,599,322,N,25.964,-80.25479,901009.281507775,593304.069802165,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:29:52 AM,b5995546-1827-4e9e-8245-4753757a8327,-8933922.8628,2994623.7203
